sleep_inflicted_delta,frz_inflicted_delta,par_inflicted_delta,blended_faints_before_first_ko,p2_strategic_switches,delta_missed_moves,player_won,lead_spd_delta,first_sleep,p1_avg_remaining_health,p2_avg_remaining_health,p1_tauros_hp_pct,p1_chansey_hp_pct
-2,0,1,1,10,-1,1,20,-1,0.7416666666666667,0.6699999999999999,1.0,0.0
0,-1,10,1,8,-2,1,25,-5,0.5833333333333334,0.6549999999999999,1.0,0.79
6,0,2,3,10,1,1,0,2,0.455,0.4116666666666667,1.0,0.73
3,1,-12,2,13,-6,1,-25,1,0.5033333333333333,0.5816666666666667,1.0,0.84
2,0,1,3,10,0,1,-15,3,0.425,0.3033333333333333,0.55,0.0
5,0,-2,1,16,-3,1,65,5,0.645,0.5433333333333333,0.46,0.0
5,0,-3,1,17,-3,1,65,3,0.66,0.5566666666666666,0.0,0.74
6,0,0,1,10,-1,1,0,4,0.7966666666666667,0.6549999999999999,1.0,1.0
-1,0,-6,0,9,-1,1,-55,6,0.8266666666666667,0.765,1.0,0.76
0,0,1,1,10,3,1,0,0,0.52500883170333,0.42750412603095594,0.5042492917847026,0.6458036984352774
1,0,10,2,8,-2,1,10,-4,0.5029912158110942,0.7129380604765162,0.0,0.0
-3,0,11,1,7,2,1,65,1,0.7000000000000001,0.7666666666666666,0.0,0.79
-4,0,1,0,9,-5,1,25,-1,0.11898016997167138,0.28386547731128264,0.7138810198300283,0.0
13,0,-7,1,4,1,1,-25,2,0.66,0.54,1.0,1.0
1,0,-4,1,10,-1,1,5,2,0.6316666666666667,0.8216666666666667,1.0,0.46
-2,0,11,1,9,7,1,-45,-1,0.7066666666666667,0.39166666666666666,0.0,1.0
4,1,-4,0,8,0,1,-25,1,0.6166166166166166,0.43786488044994876,1.0,1.0
0,6,-1,1,10,6,1,0,0,0.7667610953729934,0.6542597306106297,0.6005665722379604,1.0
5,4,-8,1,12,1,1,-10,19,0.8316666666666667,0.45,1.0,1.0
2,0,-2,0,7,5,1,0,29,0.77,0.7383333333333333,0.0,1.0
2,0,8,2,6,1,1,-25,2,0.44735232690434007,0.4614197021425562,1.0,0.3655761024182077
-4,0,-2,3,12,-7,1,10,-2,0.47500000000000003,0.6133333333333333,0.0,0.0
2,2,-9,0,14,3,1,-5,-2,0.7256860049701336,0.48741382788088977,0.45609065155807366,0.8250355618776671
3,1,-3,2,8,-2,1,-65,1,0.5566666666666666,0.605,1.0,1.0
0,1,8,2,6,3,1,90,0,0.5871207738926909,0.3868441339002781,0.0,1.0
2,0,16,1,7,3,1,45,1,0.38833333333333336,0.385,1.0,0.55
0,0,3,2,10,3,1,0,0,0.47333333333333333,0.3016666666666667,0.0,1.0
0,0,-5,0,7,-1,1,5,1,0.3036318051797928,0.19686806108401336,0.0,0.0
9,0,0,2,10,3,1,5,11,0.49666666666666665,0.395,0.34,1.0
4,0,-2,1,12,1,1,-10,3,0.7216666666666667,0.6516666666666667,1.0,0.0
6,-3,2,0,9,-2,1,-5,2,0.4366666666666667,0.38833333333333336,0.43,0.0
0,2,0,2,13,-1,1,60,-3,0.5850000000000001,0.33166666666666667,0.0,0.83
-2,0,5,3,10,-1,1,60,-1,0.3183333333333333,0.6616666666666666,0.7,0.0
3,0,-3,0,8,-2,1,5,-4,0.6666666666666666,0.5372895782349008,1.0,0.0
-4,0,2,5,11,-2,1,-10,-4,0.16666666666666666,0.3666666666666667,0.0,1.0
3,6,-9,2,10,1,1,-15,-1,0.6266666666666666,0.2633333333333333,0.0,0.76
-9,0,7,0,9,-2,1,5,-4,0.8333333333333334,0.8566666666666668,0.76,0.0
2,0,5,3,8,-2,1,-10,-2,0.4660976766239924,0.5703997691657907,0.0,0.7965860597439545
3,5,-6,1,14,1,1,-25,1,0.5046162373481905,0.5336123368120569,0.5580736543909348,1.0
1,0,1,3,8,-3,1,40,1,0.305,0.29000000000000004,1.0,0.59
1,0,-9,0,9,-2,1,0,12,0.7949999999999999,0.6533333333333333,1.0,0.0
-1,-3,0,1,5,1,1,-60,-11,0.6083333333333333,1.0,1.0,0.0
0,0,12,2,10,-2,1,-10,0,0.47869665567536196,0.5949233971916063,0.0,0.813655761024182
3,0,0,0,7,1,1,-55,1,0.3333333333333333,0.38166666666666665,0.0,1.0
8,0,-8,2,10,1,1,0,6,0.57,0.445,0.42,1.0
-2,-3,19,2,5,3,1,5,-23,0.34771634046622973,0.41704603076713315,1.0,0.0
5,0,-3,2,6,3,1,10,20,0.4863629098011087,0.17029420556106575,0.5070821529745042,0.41109530583214793
0,1,-7,2,3,9,1,-90,0,0.5750000000000001,0.5483333333333333,0.0,1.0
10,0,3,0,5,5,1,35,-2,0.84,0.4183333333333333,1.0,1.0
0,0,4,4,8,-3,1,-25,0,0.19000000000000003,0.5766666666666667,0.0,0.0
-2,0,5,4,8,2,1,-40,-3,0.14666666666666667,0.4033333333333333,0.0,0.0
-5,-5,11,1,9,1,1,25,-1,0.3954414370265618,0.5957599576751568,0.5354107648725213,0.0
3,0,-1,1,7,0,1,5,15,0.6016666666666667,0.525,0.0,1.0
2,0,-12,3,7,-2,1,15,1,0.4480642115203022,0.6534248233762758,0.6883852691218131,1.0
3,0,11,0,15,3,1,25,-1,0.8216609976589538,0.6020515690588963,0.0,0.930298719772404
6,-1,2,1,7,7,1,-5,3,0.48500000000000004,0.5233333333333333,0.0,0.0
2,0,5,0,7,-3,1,60,3,0.8049162342375588,0.772538283298091,1.0,0.8549075391180654
1,0,1,1,7,1,1,70,24,0.36166666666666664,0.2866666666666667,0.1,0.46
-3,0,-1,2,4,0,1,-5,-8,0.5183333333333333,0.59,1.0,0.0
-2,0,1,5,7,-2,1,-10,-11,0.16666666666666666,0.5366666666666667,1.0,0.0
4,0,7,1,6,0,1,0,2,0.6616666666666667,0.5783333333333333,0.0,0.92
-1,0,11,3,6,0,1,5,-1,0.43166666666666664,0.5966666666666667,1.0,0.59
2,1,-4,3,11,-3,1,0,5,0.4283333333333333,0.6483333333333333,1.0,0.57
2,4,0,0,2,0,1,-5,1,1.0,0.8033333333333333,1.0,1.0
2,0,-3,1,7,4,1,-10,4,0.09666666666666666,0.14333333333333334,0.0,0.0
-3,0,15,1,6,2,1,20,-4,0.555,0.4883333333333333,1.0,0.44
3,0,-4,0,10,2,1,-10,5,0.2922882038320633,0.2564566276876603,0.17280453257790368,0.5120910384068279
5,0,-1,3,8,-5,1,25,10,0.41333333333333333,0.7183333333333334,0.0,0.48
0,0,13,4,4,3,1,60,0,0.3333333333333333,0.5483333333333333,0.0,0.0
3,0,3,0,11,0,1,-15,9,0.9249999999999999,0.7783333333333333,0.0,1.0
1,0,7,0,11,0,1,0,26,0.8483333333333333,0.62,1.0,0.95
4,0,-4,0,13,-2,1,5,14,0.6083333333333334,0.35833333333333334,0.43,0.75
6,0,6,3,15,-3,1,50,1,0.38166666666666665,0.31333333333333335,0.55,0.0
-5,6,1,2,12,1,1,35,-1,0.615,0.6216666666666667,1.0,0.9
5,0,2,1,6,2,1,10,6,0.5707787560580851,0.5573021829825829,0.0,1.0
10,-4,0,0,11,1,1,5,3,0.8366666666666668,0.665,1.0,0.65
0,0,-3,1,9,2,1,-5,0,0.6860339415947729,0.8066225005428427,0.0,0.6500711237553343
0,0,14,1,3,-5,1,60,0,0.7383333333333333,0.5683333333333334,0.0,0.87
-6,0,2,1,5,-3,1,20,-1,0.29333333333333333,0.6699999999999999,1.0,0.0
4,0,-8,0,14,2,1,0,9,0.8133333333333334,0.62,1.0,0.74
4,0,3,1,11,0,1,10,21,0.3333333333333333,0.15833333333333335,1.0,0.0
-2,0,19,0,4,4,1,-15,2,0.6699999999999999,0.8366666666666666,0.0,0.28
2,0,4,0,10,4,1,-5,2,0.5633333333333334,0.41,1.0,0.88
10,0,-7,0,5,3,1,65,4,0.535,0.27999999999999997,1.0,0.0
11,0,-2,0,8,2,1,0,10,0.8013801669942527,0.4808191579659258,1.0,0.6870554765291608
0,0,-2,0,8,-1,1,-10,0,0.6183333333333333,0.6699999999999999,0.0,0.0
5,-1,-4,0,9,-1,1,40,1,0.7306138784452157,0.6642635498769335,1.0,0.20056899004267426
5,1,-8,1,9,-1,1,0,1,0.7666666666666667,0.68,1.0,0.86
9,0,-3,2,11,-1,1,-20,2,0.5966666666666667,0.46166666666666667,0.58,1.0
6,0,-3,2,9,-3,1,-15,3,0.5499999999999999,0.5,1.0,0.46
6,5,4,2,11,-1,1,0,3,0.5683333333333334,0.5816666666666667,0.41,1.0
2,0,-12,4,7,-2,1,-15,27,0.3,0.6466666666666666,0.8,0.0
6,0,-1,0,9,2,1,0,3,0.5824047354187235,0.537178141419072,1.0,0.6856330014224751
5,0,5,0,9,1,1,-65,1,0.525,0.455,1.0,0.79
5,8,-4,1,8,-1,1,85,6,0.6166666666666666,0.39666666666666667,0.72,0.82
-2,0,-11,0,7,3,1,5,-2,0.8130842993314361,0.6649506887360118,1.0,1.0
4,0,3,2,8,-3,1,15,1,0.3113837619839993,0.23365837175135665,0.46458923512747874,0.8250355618776671
3,0,-10,1,10,3,1,-20,-4,0.6483333333333333,0.725,0.21,0.68
0,3,0,0,3,0,1,0,0,0.23246959727514352,0.36511134176410626,0.6855524079320113,0.0
5,0,3,0,3,-1,1,25,-1,0.707667731629393,0.5192733915112381,1.0,1.0
2,0,13,1,11,2,1,15,25,0.6372834941091832,0.5784563533550257,1.0,1.0
0,0,3,0,4,2,1,5,-2,0.7916666666666666,0.7683333333333332,1.0,1.0
3,1,5,5,8,3,1,-5,1,0.06833333333333333,0.40166666666666667,0.0,0.0
2,0,4,0,10,3,1,15,16,0.3333333333333333,0.2030244133801058,1.0,0.0
8,0,8,0,6,0,1,-65,2,0.7446667035213309,0.780443894416551,0.32577903682719545,1.0
2,-1,8,0,14,2,1,-90,11,0.8466666666666667,0.7000000000000001,1.0,0.6
1,0,0,1,8,4,1,-65,1,0.6683333333333333,0.7366666666666667,1.0,0.0
4,0,-1,1,5,1,1,0,3,0.7666666666666666,0.7866666666666666,1.0,0.0
4,1,-1,0,13,1,1,0,-6,0.6866666666666666,0.5883333333333334,0.54,0.86
5,-1,4,1,7,1,1,10,6,0.40499999999999997,0.4033333333333333,0.27,0.0
-1,0,5,1,12,-1,1,25,-1,0.7466666666666667,0.6,1.0,0.0
10,0,-8,1,12,5,1,-35,3,0.7116666666666666,0.5366666666666667,1.0,0.96
2,11,6,1,9,0,1,0,7,0.7243846782050172,0.6494361916056762,1.0,0.0
-1,0,17,1,5,2,1,-65,-8,0.61,0.38166666666666665,1.0,0.63
0,-6,14,0,5,2,1,25,0,0.375,0.375,0.0,0.58
5,0,1,2,9,-2,1,-65,1,0.5399999999999999,0.6283333333333334,1.0,0.92
2,4,3,1,9,-2,1,0,1,0.6616666666666666,0.38000000000000006,0.0,1.0
0,6,-1,2,11,-3,1,65,-1,0.57,0.3083333333333333,0.0,0.42
2,0,15,0,8,4,1,20,-1,0.8016666666666667,0.39333333333333337,0.0,0.09
4,0,15,0,7,-1,1,55,1,0.8853222039708669,0.8490656184509137,1.0,0.701280227596017
0,0,3,2,10,1,1,0,0,0.5316666666666666,0.81,1.0,1.0
3,-1,4,1,13,2,1,25,-3,0.45,0.42,0.0,0.0
3,0,6,2,10,3,1,-5,2,0.61,0.315,0.0,0.0
-1,0,0,3,6,-1,1,55,2,0.36833333333333335,0.5383333333333333,1.0,0.0
-2,0,9,0,4,0,1,10,-27,0.5,0.5166666666666667,1.0,0.45
1,0,-5,2,8,-3,1,25,-4,0.5016666666666666,0.5166666666666667,0.0,0.59
-5,1,3,1,7,-3,1,-10,6,0.5894826123833757,0.6951700222965854,0.0,1.0
3,0,1,3,7,-4,1,0,-6,0.4678138942001275,0.707673963695739,1.0,1.0
2,0,3,0,10,5,1,-5,-2,0.9121529247490744,0.6859112661387922,1.0,1.0
6,0,-11,2,8,-1,1,5,8,0.5183333333333334,0.44166666666666665,1.0,0.26
5,0,-8,0,10,4,1,-25,1,0.6216666666666667,0.5733333333333334,1.0,0.86
-3,0,9,1,3,1,1,80,1,0.5033333333333333,0.5233333333333333,0.42,0.54
-2,2,15,0,9,1,1,25,-2,0.49333333333333335,0.09500000000000001,0.0,0.7
2,0,5,4,10,2,1,0,23,0.22072072072072071,0.4637527807948824,0.0,0.0
2,0,6,1,11,3,1,-5,20,0.5051392399568261,0.5400309076984854,1.0,1.0
-2,-3,5,2,8,-1,1,20,-4,0.48141552560998124,0.7562433479850612,1.0,0.20910384068278806
5,0,0,1,15,-4,1,0,-4,0.7566666666666667,0.6783333333333333,0.0,0.0
7,0,-6,1,10,1,1,0,2,0.5683333333333334,0.525,0.47,0.59
2,0,-6,1,12,-3,1,-5,15,0.37166666666666665,0.39166666666666666,0.53,0.64
4,0,-8,1,7,-1,1,-5,6,0.5453774385072095,0.524255244639575,1.0,0.0
3,0,8,1,8,0,1,5,11,0.7216666666666667,0.3633333333333333,1.0,0.84
-4,0,-2,3,7,2,1,-55,-1,0.47833333333333333,0.7066666666666667,1.0,0.0
2,0,-3,3,6,-3,1,0,1,0.395,0.5816666666666667,1.0,0.0
0,0,5,2,7,0,1,-10,0,0.4835358391519395,0.5676429622569065,1.0,0.0
7,0,-3,2,7,-3,1,-5,2,0.5899067005937235,0.3437221978791946,1.0,1.0
5,0,6,1,14,0,1,-25,1,0.37666666666666665,0.5466666666666666,0.09,0.67
7,1,8,1,9,-1,1,-10,4,0.6725689881541395,0.5585954394319714,1.0,0.8577524893314367
2,0,6,0,7,0,1,25,26,0.6766666666666667,0.5316666666666666,1.0,0.85
-2,0,12,1,12,-1,1,0,-2,0.5686377957822161,0.4569413456399796,0.46458923512747874,0.2716927453769559
0,4,0,0,6,3,1,0,-11,0.5,0.27499999999999997,0.0,0.0
3,0,0,3,11,-3,1,0,-2,0.43333333333333335,0.385,0.0,1.0
4,0,0,1,15,-1,1,40,1,0.5833333333333334,0.6216666666666667,0.0,0.44
4,-3,4,0,9,-1,1,25,-3,0.5134523967832451,0.36010578618732914,0.4192634560906516,0.6614509246088194
1,0,9,0,8,-1,1,25,-1,0.6333333333333333,0.6583333333333333,1.0,0.52
3,0,0,1,11,-1,1,-10,12,0.7083333333333334,0.6133333333333333,1.0,0.45
1,0,9,1,12,1,1,20,-2,0.38999999999999996,0.19666666666666668,0.09,0.88
5,0,-2,1,9,1,1,10,2,0.68,0.875,1.0,1.0
3,6,5,2,13,2,1,65,-1,0.625,0.405,1.0,1.0
0,0,0,0,12,-1,1,-5,0,0.6866666666666666,0.6866666666666666,1.0,0.71
2,0,-3,2,8,5,1,0,-7,0.2333333333333333,0.4216666666666667,0.0,0.0
0,0,0,0,6,-4,1,15,0,0.13,0.365,0.0,0.78
-5,0,13,0,6,-3,1,20,-2,0.44166666666666665,0.48833333333333334,0.5,0.59
3,4,-2,1,5,-2,1,-15,5,0.7433333333333333,0.59,1.0,0.78
-1,0,15,1,12,0,1,0,-6,0.5025493945188018,0.46995981984594537,0.0,0.0
-4,3,6,1,14,-2,1,-15,1,0.5781136073098675,0.6418665282489177,1.0,0.5803698435277382
4,0,8,4,9,-1,1,-65,1,0.24333333333333332,0.5616666666666666,0.0,0.0
8,3,-4,0,9,-1,1,-10,10,0.9816666666666668,0.775,1.0,0.89
6,0,-4,2,8,2,1,-5,2,0.6666666666666666,0.6252749631344069,1.0,0.0
8,0,0,0,10,3,1,20,-2,0.8966666666666666,0.7399999999999999,1.0,1.0
0,-13,11,0,9,-1,1,45,0,0.46543616943607474,0.4965892254099404,0.0,0.0
-4,1,-1,2,12,-1,1,-65,1,0.5016666666666666,0.4666666666666666,0.49,0.7
2,0,1,2,13,2,1,-5,4,0.44363221017049437,0.5590677263554845,1.0,0.0
-1,0,-3,0,10,1,1,-10,2,0.37166666666666665,0.625,1.0,0.0
3,0,2,0,11,-3,1,25,-2,0.8899808670281177,0.7417942918201416,1.0,0.6913229018492176
4,3,6,0,11,5,1,60,-1,0.57,0.5233333333333333,1.0,0.76
1,4,-6,-1,11,3,1,-10,4,0.8133333333333334,0.47333333333333333,1.0,0.66
2,0,-2,1,8,-1,1,20,-1,0.7039814527513947,0.5171968984439277,0.5354107648725213,0.6884779516358464
3,0,-13,1,10,2,1,-20,-2,0.605,0.685,1.0,0.63
1,0,6,1,10,-1,1,25,-3,0.4166666666666667,0.25833333333333336,0.0,1.0
2,7,-7,1,15,-1,1,-25,1,0.7333333333333334,0.49,1.0,1.0
7,1,0,1,10,-2,1,-5,2,0.6933333333333334,0.45166666666666666,1.0,0.16
-2,0,-1,1,3,22,1,25,-1,0.8333333333333334,0.8496081000375001,1.0,0.0
-3,4,1,0,11,6,1,-60,-6,0.4716666666666667,0.46666666666666673,0.46,0.0
0,0,11,0,3,3,1,90,3,0.39666666666666667,0.6900000000000001,1.0,0.0
-1,0,13,2,10,2,1,25,-1,0.14430281019993832,0.6862357451117487,0.20113314447592068,0.13940256045519203
4,0,-2,1,9,2,1,15,1,0.4383333333333333,0.17333333333333334,1.0,0.63
5,0,2,0,9,1,1,-10,7,0.5783333333333333,0.355,1.0,0.42
-2,0,8,0,7,-5,1,-10,-2,0.40822179732313574,0.4404337561913496,0.0,1.0
1,0,1,3,9,-1,1,-25,1,0.17195961975395355,0.33108191685226984,0.042492917847025496,0.2034139402560455
1,0,4,2,11,2,1,0,1,0.5416666666666666,0.7399999999999999,1.0,0.71
4,0,-3,1,11,0,1,0,1,0.7816666666666666,0.7716666666666666,1.0,0.0
-1,6,-6,0,13,0,1,0,1,0.974158368895211,0.6174642134394456,1.0,0.844950213371266
4,1,-8,0,6,-6,1,-20,2,0.5066666666666667,0.48500000000000004,1.0,0.0
-9,0,4,2,10,0,1,65,-1,0.58,0.4566666666666667,1.0,0.0
4,0,-5,0,5,1,1,65,-1,0.9483333333333333,0.9183333333333333,1.0,1.0
0,7,-8,0,6,2,1,60,5,0.9061846655658258,0.38207666554488534,0.0,0.8862019914651493
10,0,3,0,8,0,1,0,2,0.7762300304746897,0.5180857929945392,0.16997167138810199,0.6671408250355618
8,1,-16,0,8,1,1,0,2,0.7050000000000001,0.49,1.0,0.8
-2,0,2,0,7,1,1,45,-3,0.465,0.2783333333333333,1.0,0.79
3,3,-1,0,5,-1,1,0,3,0.6849999999999999,0.6433333333333334,1.0,1.0
-1,0,14,2,10,5,1,10,-18,0.48,0.47500000000000003,0.0,0.65
-4,5,6,0,6,-1,1,25,-1,0.37656376802832875,0.4544433041472891,1.0,0.0
1,-3,4,1,11,-1,1,15,1,0.4766666666666666,0.4466666666666667,1.0,0.86
4,0,-3,0,6,1,1,-10,5,0.251180358829084,0.27478070026870505,0.5070821529745042,0.0
2,0,11,0,11,2,1,0,-2,0.8300000000000001,0.46166666666666667,0.71,1.0
-2,2,0,1,10,-1,1,-25,1,0.3333333333333333,0.5073429542698058,1.0,0.0
4,0,7,2,8,0,1,20,-1,0.5468788346035399,0.4945463665190104,0.7110481586402266,0.887624466571835
0,5,1,1,8,-3,1,20,-1,0.6716666666666667,0.545,1.0,0.0
4,0,-14,0,14,-1,1,-25,1,0.7001409877882802,0.6059880800721134,1.0,0.7823613086770982
-4,1,7,1,3,-7,1,20,-3,0.58,0.75,1.0,0.47
-3,0,1,4,4,1,1,-90,-4,0.3333333333333333,0.7166666666666667,1.0,0.0
6,0,2,0,9,0,1,-10,2,0.8583333333333334,0.8933333333333334,1.0,1.0
2,5,-8,2,11,1,1,5,-4,0.5725725725725725,0.19699307703709967,1.0,1.0
5,0,-2,1,8,1,1,-5,3,0.7091457457202327,0.5112268936850551,1.0,0.9473684210526315
3,0,6,1,7,3,1,55,1,0.4245122985581001,0.3742561371207213,1.0,0.0
3,0,4,0,6,1,1,-65,1,0.9644381223328592,0.8253842432227326,1.0,0.786628733997155
0,0,4,3,8,1,1,15,0,0.39999999999999997,0.7216666666666667,0.0,0.0
5,0,0,2,6,6,1,0,2,0.5016666666666666,0.5650000000000001,0.0,0.0
2,0,0,1,16,1,1,55,1,0.6383333333333333,0.5,1.0,0.31
6,0,-2,3,10,4,1,0,9,0.3933333333333333,0.39999999999999997,0.0,0.0
-6,0,5,3,10,2,1,5,-2,0.3216666666666667,0.4749999999999999,0.36,0.0
5,0,15,1,4,1,1,80,2,0.6366666666666667,0.6233333333333333,1.0,0.0
-1,0,-13,1,10,-3,1,-20,3,0.6283333333333333,0.6666666666666666,1.0,0.13
6,3,-5,0,6,1,1,5,20,0.7566666666666667,0.5533333333333333,0.7,0.78
5,0,-3,2,8,4,1,65,5,0.4633333333333333,0.5533333333333333,0.0,0.4
0,0,4,1,9,0,1,0,0,0.7220727537694076,0.7324864642582037,0.0,0.0
0,0,10,0,7,3,1,0,2,0.7949999999999999,0.66,0.0,1.0
0,0,5,0,10,-4,1,10,-2,0.9462193823216186,0.671149932676174,1.0,1.0
-1,6,5,1,7,6,1,25,-1,0.27182919056724025,0.3200899023261821,0.0,1.0
0,0,0,3,5,2,1,25,-1,0.34833333333333333,0.6866666666666666,0.0,0.72
5,4,-6,1,13,4,1,-25,3,0.6166666666666667,0.5216666666666666,0.0,0.54
3,0,-4,2,10,2,1,5,15,0.5970072239422085,0.6879033109828359,1.0,0.0
6,2,-9,1,10,3,1,15,6,0.555,0.3416666666666666,1.0,0.58
3,0,3,1,11,4,1,10,3,0.7697418189583717,0.5733342952680657,1.0,0.748221906116643
-1,0,-4,1,6,-4,1,65,-1,0.21427592793330083,0.4238708741740574,0.7280453257790368,0.5576102418207681
-2,0,-2,3,9,-5,1,0,-15,0.33666666666666667,0.8416666666666667,0.0,0.02
-6,-3,8,3,7,-3,1,20,-1,0.3633333333333333,0.575,0.0,0.0
5,1,4,0,11,4,1,15,5,0.740748965888307,0.34701375814144525,0.6968838526912181,1.0
-2,0,7,0,4,-5,1,10,-8,0.5716666666666667,0.36833333333333335,0.43,1.0
1,0,-11,2,9,1,1,-5,4,0.6333333333333333,0.7983333333333333,1.0,0.0
-2,0,12,1,14,2,1,5,-3,0.7440226486028013,0.5865197791569657,1.0,0.7567567567567568
2,2,-5,1,6,0,1,10,3,0.39166666666666666,0.4466666666666667,0.0,0.0
8,0,-5,2,9,-3,1,20,10,0.6232362985910335,0.527803068193725,1.0,0.8904694167852063
6,0,11,3,13,5,1,-5,2,0.33211529935893425,0.25097645718806366,1.0,0.1934566145092461
6,2,-11,1,13,-3,1,-5,2,0.755,0.5,1.0,0.0
1,7,12,0,6,2,1,5,23,1.0,0.6885704747824724,1.0,1.0
1,0,-14,0,12,0,1,35,13,0.9366666666666666,0.4566666666666667,1.0,0.0
-3,0,-4,4,9,-4,1,25,-4,0.18666666666666668,0.35666666666666663,0.0,0.0
-1,0,2,4,7,0,1,5,-14,0.285,0.4266666666666667,1.0,0.0
5,0,-1,2,12,-2,1,-25,1,0.61,0.6166666666666667,0.66,1.0
1,0,15,2,8,1,1,0,3,0.5114129798742093,0.5758528693348548,1.0,0.6002844950213371
0,0,-3,2,8,3,1,0,0,0.48288586114264453,0.47518095744524325,0.40509915014164305,0.0
-4,0,12,0,8,5,1,-20,3,0.7703797126938996,0.7044304974674702,1.0,1.0
8,0,-5,0,13,0,1,0,3,0.7133333333333333,0.695,1.0,1.0
0,0,-6,0,14,1,1,10,-1,0.48022598870056493,0.29721756119080817,1.0,1.0
3,2,1,1,11,-1,1,5,2,0.6816666666666666,0.5216666666666666,0.0,1.0
-2,0,-5,1,9,0,1,-5,1,0.3333333333333333,0.25500000000000006,1.0,0.0
-1,0,2,3,13,-2,1,15,1,0.28,0.6,0.0,0.0
3,0,2,1,6,-2,1,-65,2,0.3333333333333333,0.2983333333333334,0.0,0.0
-5,-5,13,2,9,2,1,25,-1,0.48666666666666664,0.6983333333333333,1.0,0.0
0,1,-3,0,6,-3,1,5,0,0.7354666430259095,0.6652518120699118,0.6005665722379604,0.8122332859174964
5,0,-2,2,13,1,1,-5,2,0.6041718508394337,0.3942487565226753,1.0,0.9487908961593172
-9,0,9,0,12,3,1,40,1,0.7866666666666666,0.7666666666666666,1.0,0.9
7,0,4,1,7,-2,1,0,7,0.7563592071491839,0.6948915022127086,1.0,0.7752489331436699
3,0,-2,0,13,-4,1,0,-3,0.3442374956803573,0.417130259049267,0.7422096317280453,0.02844950213371266
1,0,0,1,7,-1,1,-60,1,0.695,0.6750000000000002,1.0,0.0
0,4,-3,2,11,0,1,40,1,0.425,0.5583333333333333,1.0,0.79
0,0,17,2,4,0,1,0,0,0.6083333333333333,0.6,1.0,1.0
1,0,11,0,6,-3,1,20,-3,0.44333333333333336,0.43,0.41,0.75
1,2,-6,0,8,-7,1,-20,2,0.965,0.85,1.0,0.97
2,0,7,2,6,1,1,20,-2,0.6666666666666666,0.3433333333333333,1.0,1.0
2,0,4,3,5,-3,1,5,12,0.22499999999999998,0.49000000000000005,1.0,0.22
-6,0,-1,3,7,-5,1,45,1,0.14500000000000002,0.5183333333333334,0.0,0.15
-1,3,0,1,10,1,1,20,-2,0.5616666666666666,0.3833333333333333,0.7,0.89
3,0,-7,0,8,-4,1,0,-2,0.0,0.21666666666666667,0.0,0.0
-2,-3,12,1,5,-3,1,25,-2,0.5902076205192353,0.4448223999580914,0.8243626062322946,0.0
-3,1,6,3,9,-2,1,-10,-19,0.3166666666666667,0.6183333333333333,0.0,0.0
2,4,7,1,7,1,1,40,2,0.8204334365325078,0.5736332589004421,1.0,0.0
1,3,4,1,11,1,1,10,-3,0.7866666666666666,0.6933333333333334,1.0,0.92
5,0,-6,1,11,-3,1,5,-6,0.565,0.5283333333333334,1.0,0.94
-5,0,9,3,6,0,1,-60,-1,0.41,0.7116666666666666,0.0,0.96
-1,0,18,1,3,3,1,35,-14,0.7152758445078745,0.5894104967587396,0.0,1.0
-2,0,16,0,3,-2,1,0,-2,0.8466666666666667,0.7316666666666666,1.0,1.0
-3,0,12,3,6,-5,1,-80,-28,0.3504030346135609,0.4487522698998752,1.0,0.10241820768136557
2,0,-1,1,10,-3,1,0,2,0.6133333333333334,0.7183333333333334,1.0,0.23
9,0,-16,2,8,3,1,-5,-5,0.45166666666666666,0.4116666666666666,0.42,0.0
4,0,-17,0,6,-5,1,5,4,0.7616666666666667,0.6266666666666666,1.0,0.66
-3,1,3,0,9,1,1,25,-2,0.7999999999999999,0.7050000000000001,1.0,0.65
-3,0,-3,4,6,-6,1,-25,1,0.19666666666666666,0.7016666666666667,0.0,0.0
3,0,-4,0,3,2,1,40,1,0.8716666666666667,0.7000000000000001,1.0,0.59
5,2,9,2,6,2,1,40,2,0.29333333333333333,0.22,0.0,0.57
4,0,3,1,10,0,1,45,1,0.5935724004905457,0.3669966911131956,0.7705382436260623,0.7908961593172119
3,0,4,2,7,3,1,60,1,0.49833333333333335,0.36999999999999994,0.0,1.0
8,-1,-9,0,11,-1,1,0,4,0.7633531364181518,0.6117271078173013,1.0,0.6884779516358464
0,0,9,0,7,7,1,-5,-3,0.5483333333333333,0.5016666666666667,1.0,0.0
2,0,14,0,8,1,1,5,5,0.985,0.91,1.0,1.0
5,0,-3,0,5,5,1,15,24,0.38999999999999996,0.3466666666666667,0.0,0.25
4,0,0,0,12,0,1,-5,2,0.5316666666666666,0.59,1.0,0.0
5,0,2,1,9,0,1,5,4,0.7466666666666667,0.6083333333333333,1.0,0.9
7,0,1,1,9,-3,1,55,-1,0.49666666666666665,0.5283333333333333,0.0,0.0
-2,-14,0,1,8,-2,1,5,-13,0.49500000000000005,0.6533333333333333,1.0,0.57
0,2,5,0,6,3,1,-25,1,0.4320636425899584,0.2500191589321379,0.0,0.7155049786628734
13,0,-16,0,10,5,1,0,7,0.9616666666666666,0.6,0.0,1.0
1,1,3,0,11,1,1,5,9,0.7883333333333334,0.7116666666666666,1.0,0.69
4,-1,9,1,7,0,1,25,-2,0.6116666666666667,0.18499999999999997,0.72,0.73
